Unnamed: 0,Job ID,Agency,Posting Type,No Of Positions,Civil Service Title,Title Classification,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Required Qualification,Residency In Newyork,Posting Date
690,607333,HRA/DEPT OF SOCIAL SERVICES,External,7,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),43777,64897,Annual,high school,Yes,9/28/2023
691,607398,DEPT. OF HOMELESS SERVICES,Internal,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,9/29/2023
692,607398,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,9/29/2023
693,607405,DEPT. OF HOMELESS SERVICES,Internal,2,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,9/29/2023
694,607405,DEPT. OF HOMELESS SERVICES,External,2,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,9/29/2023
695,607413,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,9/29/2023
696,607413,DEPT. OF HOMELESS SERVICES,Internal,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,9/29/2023
697,607440,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,9/29/2023
698,607440,DEPT. OF HOMELESS SERVICES,Internal,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,9/29/2023
699,607447,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Social Services,full time,Experienced (non-manager),102292,163512,Annual,master's degree,Yes,9/29/2023
700,607447,DEPT. OF HOMELESS SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Social Services,full time,Experienced (non-manager),102292,163512,Annual,master's degree,Yes,9/29/2023
701,607453,DEPT. OF HOMELESS SERVICES,Internal,1,ASSOCIATE PUBLIC RECORDS OFFIC,Competitive-1,Social Services,full time,Experienced (non-manager),59571,90855,Annual,master's degree,Yes,9/29/2023
702,607453,DEPT. OF HOMELESS SERVICES,External,1,ASSOCIATE PUBLIC RECORDS OFFIC,Competitive-1,Social Services,full time,Experienced (non-manager),59571,90855,Annual,master's degree,Yes,9/29/2023
703,607483,DEPT. OF HOMELESS SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,Social Services,full time,Experienced (non-manager),43728,68645,Annual,high school,Yes,9/29/2023
704,607483,DEPT. OF HOMELESS SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Social Services,full time,Experienced (non-manager),43728,68645,Annual,high school,Yes,9/29/2023
705,607485,DEPT. OF HOMELESS SERVICES,External,1,COMMUNITY ASSISTANT,Non-Competitive-5,Social Services,full time,Entry-Level,35536,46104,Annual,others,Yes,9/29/2023
706,607485,DEPT. OF HOMELESS SERVICES,Internal,1,COMMUNITY ASSISTANT,Non-Competitive-5,Social Services,full time,Entry-Level,35536,46104,Annual,others,Yes,9/29/2023
707,607488,DEPT. OF HOMELESS SERVICES,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Entry-Level,41887,69709,Annual,high school,Yes,9/29/2023
708,607488,DEPT. OF HOMELESS SERVICES,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Entry-Level,41887,69709,Annual,high school,Yes,9/29/2023
709,607489,DEPT. OF HOMELESS SERVICES,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Entry-Level,41887,69709,Annual,high school,Yes,9/29/2023
710,607489,DEPT. OF HOMELESS SERVICES,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Entry-Level,41887,69709,Annual,high school,Yes,9/29/2023
711,607534,DEPT. OF HOMELESS SERVICES,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,Social Services,full time,Experienced (non-manager),98470,133496,Annual,baccalaureate degree,No,9/29/2023
712,607534,DEPT. OF HOMELESS SERVICES,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,Social Services,full time,Experienced (non-manager),98470,133496,Annual,baccalaureate degree,No,9/29/2023
713,607547,DEPT. OF HOMELESS SERVICES,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,Social Services,full time,Experienced (non-manager),98470,133496,Annual,baccalaureate degree,No,9/29/2023
714,607547,DEPT. OF HOMELESS SERVICES,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,Social Services,full time,Experienced (non-manager),98470,133496,Annual,baccalaureate degree,No,9/29/2023
715,607584,HRA/DEPT OF SOCIAL SERVICES,External,15,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,62333,Annual,high school,Yes,10/31/2023
716,607584,HRA/DEPT OF SOCIAL SERVICES,Internal,15,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,62333,Annual,high school,Yes,9/29/2023
717,607588,HRA/DEPT OF SOCIAL SERVICES,Internal,6,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,62333,Annual,high school,Yes,10/31/2023
718,607588,HRA/DEPT OF SOCIAL SERVICES,External,6,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,62333,Annual,high school,Yes,10/31/2023
719,607733,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,81203,Annual,master's degree,Yes,12/12/2023
720,607733,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,81203,Annual,master's degree,Yes,12/12/2023
721,608642,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Social Services,full time,Experienced (non-manager),115000,132265,Annual,baccalaureate degree,Yes,9/28/2023
722,608642,HRA/DEPT OF SOCIAL SERVICES,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Social Services,full time,Experienced (non-manager),115000,132265,Annual,baccalaureate degree,Yes,9/28/2023
723,609282,HRA/DEPT OF SOCIAL SERVICES,Internal,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
724,609282,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
725,609290,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
726,609290,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
727,609292,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
728,609292,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
729,609301,HRA/DEPT OF SOCIAL SERVICES,External,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
730,609301,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
731,609313,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
732,609313,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
733,609318,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
734,609318,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
735,609320,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
736,609320,HRA/DEPT OF SOCIAL SERVICES,Internal,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
737,609321,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
738,609321,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
739,609323,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
740,609323,HRA/DEPT OF SOCIAL SERVICES,Internal,2,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
741,609325,HRA/DEPT OF SOCIAL SERVICES,External,4,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
742,609325,HRA/DEPT OF SOCIAL SERVICES,Internal,4,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/3/2023
743,609856,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
744,609856,HRA/DEPT OF SOCIAL SERVICES,External,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
745,609859,HRA/DEPT OF SOCIAL SERVICES,Internal,5,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
746,609859,HRA/DEPT OF SOCIAL SERVICES,External,5,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
747,609860,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
748,609860,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
749,609862,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
750,609862,HRA/DEPT OF SOCIAL SERVICES,External,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
751,609864,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
752,609864,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
753,609866,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
754,609866,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,10/5/2023
755,610023,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,80000,Annual,baccalaureate degree,Yes,10/6/2023
756,610023,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,80000,Annual,baccalaureate degree,Yes,10/6/2023
757,611591,ADMIN FOR CHILDREN'S SVCS,Internal,2,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Experienced (non-manager),41887,69709,Annual,high school,Yes,2/13/2024
758,611591,ADMIN FOR CHILDREN'S SVCS,External,2,COMMUNITY ASSOCIATE,Non-Competitive-5,Social Services,full time,Experienced (non-manager),41887,69709,Annual,high school,Yes,2/13/2024
759,612485,HRA/DEPT OF SOCIAL SERVICES,Internal,4,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Entry-Level,43777,50343,Annual,high school,Yes,10/20/2023
760,612485,HRA/DEPT OF SOCIAL SERVICES,External,4,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Entry-Level,43777,50343,Annual,high school,Yes,10/20/2023
761,612490,HRA/DEPT OF SOCIAL SERVICES,Internal,13,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,1/2/2024
762,612490,HRA/DEPT OF SOCIAL SERVICES,External,13,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,1/2/2024
763,613622,ADMIN FOR CHILDREN'S SVCS,Internal,150,CHILD PROTECTIVE SPECIALIST (C,Competitive-1,Social Services,full time,Experienced (non-manager),55463,55463,Annual,baccalaureate degree,No,2/13/2024
764,613622,ADMIN FOR CHILDREN'S SVCS,External,150,CHILD PROTECTIVE SPECIALIST (C,Competitive-1,Social Services,full time,Experienced (non-manager),55463,55463,Annual,baccalaureate degree,No,2/13/2024
765,614914,HRA/DEPT OF SOCIAL SERVICES,Internal,4,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,11/3/2023
766,614914,HRA/DEPT OF SOCIAL SERVICES,External,4,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,11/3/2023
767,614933,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,SUPERVISOR II SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),72603,89360,Annual,master's degree,Yes,11/6/2023
768,614933,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISOR II SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),72603,89360,Annual,master's degree,Yes,11/6/2023
769,615081,HRA/DEPT OF SOCIAL SERVICES,External,1,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),43777,64897,Annual,high school,Yes,11/6/2023
770,615081,HRA/DEPT OF SOCIAL SERVICES,External,1,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),43777,64897,Annual,high school,Yes,11/6/2023
771,615470,HRA/DEPT OF SOCIAL SERVICES,Internal,2,CLERICAL ASSOCIATE,Competitive-1,Social Services,full time,Experienced (non-manager),39763,45728,Annual,high school,Yes,11/8/2023
772,615470,HRA/DEPT OF SOCIAL SERVICES,External,2,CLERICAL ASSOCIATE,Competitive-1,Social Services,full time,Experienced (non-manager),39763,45728,Annual,high school,Yes,11/8/2023
773,616449,HRA/DEPT OF SOCIAL SERVICES,External,25,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,47435,Annual,high school,Yes,11/16/2023
774,616449,HRA/DEPT OF SOCIAL SERVICES,Internal,25,ELIGIBILITY SPECIALIST,Competitive-1,Social Services,full time,Experienced (non-manager),41248,47435,Annual,high school,Yes,11/16/2023
775,616491,ADMIN FOR CHILDREN'S SVCS,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/19/2024
776,616491,ADMIN FOR CHILDREN'S SVCS,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/19/2024
777,616494,ADMIN FOR CHILDREN'S SVCS,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/19/2024
778,616494,ADMIN FOR CHILDREN'S SVCS,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/19/2024
779,616634,HRA/DEPT OF SOCIAL SERVICES,Internal,2,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,11/20/2023
780,616634,HRA/DEPT OF SOCIAL SERVICES,External,2,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,11/20/2023
781,617335,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,89698,Annual,high school,No,1/22/2024
782,617335,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,89698,Annual,high school,No,1/22/2024
783,617645,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),53057,61015,Annual,baccalaureate degree,Yes,11/27/2023
784,617645,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),53057,61015,Annual,baccalaureate degree,Yes,11/27/2023
785,618710,HRA/DEPT OF SOCIAL SERVICES,External,4,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,1/29/2024
786,618710,HRA/DEPT OF SOCIAL SERVICES,Internal,4,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,1/29/2024
787,619272,DEPT. OF HOMELESS SERVICES,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,12/12/2023
788,619272,DEPT. OF HOMELESS SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Social Services,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,12/12/2023
789,619278,DEPT. OF HOMELESS SERVICES,External,3,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,12/12/2023
790,619278,DEPT. OF HOMELESS SERVICES,Internal,3,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Manager,72038,192152,Annual,baccalaureate degree,No,12/12/2023
791,619283,DEPT. OF HOMELESS SERVICES,Internal,3,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,12/12/2023
792,619283,DEPT. OF HOMELESS SERVICES,External,3,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,Social Services,full time,Experienced (non-manager),58700,192152,Annual,baccalaureate degree,No,12/12/2023
793,619287,DEPT. OF HOMELESS SERVICES,Internal,2,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,12/12/2023
794,619287,DEPT. OF HOMELESS SERVICES,External,2,CASEWORKER,Competitive-1,Social Services,full time,Experienced (non-manager),45329,77633,Annual,baccalaureate degree,No,12/12/2023
795,619436,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,part time,Experienced (non-manager),53057,61015,Annual,baccalaureate degree,Yes,12/8/2023
796,619436,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,part time,Experienced (non-manager),53057,61015,Annual,baccalaureate degree,Yes,12/8/2023
797,619670,HRA/DEPT OF SOCIAL SERVICES,External,8,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),66430,76394,Annual,high school,No,12/12/2023
798,619670,HRA/DEPT OF SOCIAL SERVICES,Internal,8,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),66430,76394,Annual,high school,No,12/12/2023
799,619955,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),61015,77124,Annual,baccalaureate degree,Yes,12/13/2023
800,619955,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),61015,77124,Annual,baccalaureate degree,Yes,12/13/2023
801,619969,HRA/DEPT OF SOCIAL SERVICES,Internal,2,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,Social Services,full time,Experienced (non-manager),73213,84195,Annual,high school,No,12/13/2023
802,619969,HRA/DEPT OF SOCIAL SERVICES,External,2,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,Social Services,full time,Experienced (non-manager),73213,84195,Annual,high school,No,12/13/2023
803,619987,HRA/DEPT OF SOCIAL SERVICES,External,2,BENEFITS OPPORTUNITY SPECIALIS,Competitive-1,Social Services,full time,Experienced (non-manager),46318,53266,Annual,baccalaureate degree,No,12/13/2023
804,619987,HRA/DEPT OF SOCIAL SERVICES,Internal,2,BENEFITS OPPORTUNITY SPECIALIS,Competitive-1,Social Services,full time,Experienced (non-manager),46318,53266,Annual,baccalaureate degree,No,12/13/2023
805,620174,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),73213,84195,Annual,high school,No,12/19/2023
806,620174,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),73213,84195,Annual,high school,No,12/19/2023
807,621005,ADMIN FOR CHILDREN'S SVCS,Internal,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/22/2024
808,621005,ADMIN FOR CHILDREN'S SVCS,External,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/22/2024
809,621009,ADMIN FOR CHILDREN'S SVCS,External,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/26/2024
810,621009,ADMIN FOR CHILDREN'S SVCS,Internal,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/26/2024
811,621157,ADMIN FOR CHILDREN'S SVCS,External,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/22/2024
812,621157,ADMIN FOR CHILDREN'S SVCS,Internal,1,ASSOCIATE YOUTH DEVELOPMENT SP,Competitive-1,Social Services,full time,Experienced (non-manager),69626,96321,Annual,high school,No,1/22/2024
813,621438,HRA/DEPT OF SOCIAL SERVICES,Internal,1,SUPERVISOR II SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),72603,83493,Annual,master's degree,Yes,12/28/2023
814,621438,HRA/DEPT OF SOCIAL SERVICES,External,1,SUPERVISOR II SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),72603,83493,Annual,master's degree,Yes,12/28/2023
815,621448,HRA/DEPT OF SOCIAL SERVICES,Internal,1,SUPERVISOR III SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),79798,91768,Annual,master's degree,Yes,12/28/2023
816,621448,HRA/DEPT OF SOCIAL SERVICES,External,1,SUPERVISOR III SOCIAL WORK,Competitive-1,Social Services,full time,Experienced (non-manager),79798,91768,Annual,master's degree,Yes,12/28/2023
817,621702,HRA/DEPT OF SOCIAL SERVICES,External,4,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,1/2/2024
818,621702,HRA/DEPT OF SOCIAL SERVICES,Internal,4,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),56677,65179,Annual,high school,No,1/2/2024
819,621709,HRA/DEPT OF SOCIAL SERVICES,External,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),66430,76394,Annual,high school,No,1/2/2024
820,621709,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,Social Services,full time,Experienced (non-manager),66430,76394,Annual,high school,No,1/2/2024
821,621930,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),47418,54531,Annual,baccalaureate degree,Yes,1/3/2024
822,621930,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),47418,54531,Annual,baccalaureate degree,Yes,1/3/2024
823,622594,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,89699,Annual,baccalaureate degree,Yes,1/9/2024
824,622594,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Social Services,full time,Experienced (non-manager),58695,89699,Annual,baccalaureate degree,Yes,1/9/2024
