id,title,url,num_points,num_comments,author,created_at
10211331,ask hn: great nontech book that you read recently?,,11,34,thunga,2015-09-13 13:31:00
12375402,ask hn: is there space for a technology matchmaker?,,2,5,meticulouschris,2016-08-28 05:19:00
10628740,ask hn: which antivirus are you using on windows hosts?,,6,10,vive-la-liberte,2015-11-25 18:40:00
10917365,ask hn: javascript code explainer?,,1,2,codininj,2016-01-16 23:24:00
10360480,ask hn: which password manager do you recommend?,,1,6,lorenzhs,2015-10-09 15:03:00
10446744,"ask hn: those who develop desktop apps, what is your toolset?",,8,12,vijayr,2015-10-25 12:42:00
11756315,ask hn: what does your saas do and how many paying customers do you have?,,1,2,uptown,2016-05-23 19:41:00
12546363,ask hn: is there a cross-device calendar with tasks outside of outlook and ios?,,2,1,ybalkind,2016-09-21 08:26:00
12245697,ask hn: going to sf next week. any good conferences there?,,1,3,richerlariviere,2016-08-08 05:41:00
12556160,ask hn: what are the must-read books about economics/finance?,,442,266,curiousgal,2016-09-22 11:52:00
12082078,ask hn: what's your favorite way to save money?,,164,183,jmaccabee,2016-07-12 20:30:00
12556432,ask hn: when to ask for my first raise?,,7,3,raiseta,2016-09-22 12:50:00
11121446,ask hn: too many ideas. how do you decide what to work on next?,,13,10,sharemywin,2016-02-17 21:12:00
12181168,ask hn: rails 4 or rails 5,,2,2,webbrahmin,2016-07-28 16:16:00
11574825,ask hns: who would you hire?,,3,4,samfisher83,2016-04-26 19:29:00
10968972,ask hn: why aren't there partial static generators?,,1,1,hanniabu,2016-01-25 18:41:00
11743203,ask hn: any advice or resources for socially responsible investing?,,11,5,khyur,2016-05-21 04:26:00
10529732,ask hn: what do you think of open office floor plans?,,3,8,att159,2015-11-08 20:26:00
11566231,ask hn: which tools are used for remote pair programming?,,2,1,prateekbhatt,2016-04-25 18:30:00
11496429,ask hn: where is the best place to sell my website?,,1,5,adzeds,2016-04-14 13:24:00
11061129,ask hn: what skills do self-taught web developers commonly lack?,,13,10,sabbasb,2016-02-08 21:50:00
11909798,ask hn: how to approach writing a web crawler that can handle javascript?,,4,3,awclives,2016-06-15 15:15:00
11626242,"ask hn: if craig wright is satoshi, how much tax does he owe?",,5,1,macarthy12,2016-05-04 04:42:00
11345584,ask hn: what to do to protect against npm malicious activities?,,2,1,d0m,2016-03-23 15:58:00
12204156,ask hn: what are the best open source apps written with react/redux?,,23,2,yadongwen,2016-08-01 17:16:00
12506079,"ask hn: first time managing an internal team, how can i be a successful boss?",,2,1,wlfsbrg,2016-09-15 13:50:00
11098709,ask hn: what linux distros avoid systemd?,,6,6,pmoriarty,2016-02-14 15:57:00
11905869,ask hn: which service to use for livecoding?,,1,1,musicaldope,2016-06-14 22:32:00
12557645,ask hn: who is going to the office hours and/or fireside chat in buenos aires?,,3,1,wslh,2016-09-22 15:44:00
10857912,ask hn: how to accept payments globally as a business in sub saharan africa?,,2,1,reg29,2016-01-07 14:00:00
10347778,ask hn: how do we solve the email problem?,,2,6,cmacole,2015-10-07 18:09:00
11477246,ask hn: what's it like working at a cannabis tech startup company?,,9,2,hoodoof,2016-04-12 04:22:00
10553746,ask hn: minimum legal setup to do software consulting,,20,12,buzzdenver,2015-11-12 15:38:00
10749776,ask hn: what's wrong with big pharma?,,1,1,personjerry,2015-12-17 05:37:00
10554122,ask hn: wordpress custom page hourly rate?,,3,2,hanniabu,2015-11-12 16:28:00
12533747,ask hn: do you worry that your product will be killed by one of the tech giants?,,8,14,shanwang,2016-09-19 18:51:00
11456532,"ask hn: what is the most money a bootstrapped, one-person company has sold for?",,2,2,hoodoof,2016-04-08 17:54:00
10652285,"ask hn: would quitting my job, to work on a passion project, be a bad idea?",,2,6,Skywing,2015-11-30 22:15:00
11580259,ask hn: got my first enterprise customer...now what?,,14,10,throwthisawaypl,2016-04-27 13:34:00
10708318,ask hn: what's so special about hn? why do you hang out here?,,6,19,nonotmeplease,2015-12-10 01:52:00
12027432,ask hn: why doesn't facebook let you disable comments like youtube?,,6,1,millzlane,2016-07-03 20:14:00
11640210,ask hn: best way to learn 'modern' c++?,,14,7,zensavona,2016-05-05 22:38:00
12104965,ask hn: cheap databases for new projects?,,2,8,kevinsimper,2016-07-16 02:23:00
10365517,ask hn: dell pricing of xps 13 developer notebooks,,4,4,infocollector,2015-10-10 13:53:00
11033255,ask hn: worth working on a project that you have no direct relationship with?,,3,5,alexcason,2016-02-04 11:18:00
10680901,ask hn: what are the best books on creating a programming language?,,20,18,sdegutis,2015-12-05 04:41:00
12239280,ask hn: my infosec auditor rejects open source. what now?,,33,17,_ix,2016-08-06 18:34:00
12231095,"ask hn: life coach idea, need your input",,2,7,ranaway,2016-08-05 10:05:00
10255071,ask hn: how big effort do you think building a top quality os would be?,,2,3,Numberwang,2015-09-21 20:55:00
10198178,ask hn: how to stop procrastination?,,4,1,botw,2015-09-10 14:22:00
11032257,ask hn: making the switch from physics to industry?,,10,10,phystoind,2016-02-04 05:46:00
10534349,ask hn: how do i start an analytics consulting company?,,6,4,tixocloud,2015-11-09 17:24:00
10806268,ask hn: why wordpress is still using svn?,,3,3,ziodave,2015-12-29 11:51:00
10542662,ask hn: are there any auctioning algorithms?,,2,1,gradinaru_alex,2015-11-10 21:30:00
11532129,ask hn: can/should we resubmit links?,,2,2,haack,2016-04-20 03:46:00
10554219,ask hn: why does reddit hate my startup while loving hn favs like startuplister?,,2,9,booruguru,2015-11-12 16:43:00
11840510,"ask hn: advices, literrature, hacks for prepping to be a parent",,2,2,m4nu,2016-06-05 11:55:00
12539867,ask hn: your experience with a dedicated test team?,,5,4,maramono,2016-09-20 14:42:00
10444844,ask hn: do you listen music while programming??,,22,26,christopherDam,2015-10-24 20:58:00
10524856,ask hn: is the atom good enough to use?,,2,11,mrnoname,2015-11-07 14:27:00
10914079,ask hn: what book changed your life in 2015?,,28,15,anildigital,2016-01-16 03:26:00
11979652,ask hn: immutable data structures for the back end?,,3,7,uptownhr,2016-06-26 06:37:00
10686212,ask hn: do you find reading increasingly challenging?,,56,46,readchallenged,2015-12-06 19:19:00
11795220,ask hn: is secure messaging mainly a usability problem?,,3,5,brhsiao,2016-05-29 06:50:00
11043048,ask hn: what's the best minimal css framework?,,5,5,jnardiello,2016-02-05 17:38:00
10244533,ask hn: do you feel guilty when you quit a job?,,7,3,throwaway_ldn,2015-09-19 15:38:00
12504024,ask hn: how to become a unix/linux power user?,,2,3,bangda,2016-09-15 07:11:00
10993284,ask hn: what problems do international people face when they come to the u.s.?,,12,16,rm2904,2016-01-29 03:26:00
11555292,ask hn: what would you do if you could live for a 1000 years?,,2,3,prattbhatt,2016-04-23 12:37:00
10288427,ask hn: why are so many ip's text based?,,2,8,vjoshi,2015-09-28 00:35:00
10880532,"ask hn: review my starup, vulners.com (vulnerability database)",https://vulners.com,1,4,vulnersTeam,2016-01-11 13:05:00
12364995,ask hn: what's your preferred vps service for personal projects?,,20,24,oliverjudge,2016-08-26 08:39:00
12342908,ask hn: fault-tolerant database for small datasets?,,3,8,ffggvv,2016-08-23 11:50:00
10257904,ask hn: which web app do you use to plan/organise your thoughts and projects?,,1,4,eecks,2015-09-22 11:37:00
11540483,ask hn: how do you keep informed?,,5,1,atduarte,2016-04-21 08:43:00
12237875,ask hn: looking for mentor,,2,7,ejanus,2016-08-06 12:25:00
11954788,ask hn: operational complexity of micro services?,,1,2,tmaly,2016-06-22 15:44:00
11595076,"ask hn: this app, that app, which app, what app?",,2,1,ivineet,2016-04-29 11:54:00
10211011,ask hn: how to monetise helmetrex.com?,,4,4,ipselon,2015-09-13 11:25:00
11885755,ask hn: how do you identify potential in a software developer?,,5,2,msurekci,2016-06-11 22:51:00
10517951,ask hn: does anyone really love their job?,,22,22,tech_crawl_,2015-11-06 05:13:00
11821245,"ask hn: numerical pde's, programming language and book recommendations",,2,1,dcownden,2016-06-02 09:25:00
10231417,ask hn: what am i doing wrong or where is the fail?,,3,9,chad_strategic,2015-09-17 03:28:00
11636523,ask hn: are web developers on the chopping block?,,12,16,acconrad,2016-05-05 14:45:00
11610474,ask hn: control units for automotive,,2,1,selmat,2016-05-02 11:06:00
11893057,"ask hn: financial resources for it certification course, exam, or otherwise?",,2,2,jdironman,2016-06-13 12:03:00
10976903,"ask hn: am i ridiculous for finding 8 hours of work as a coder, ridiculous?",,54,43,EC1,2016-01-26 22:57:00
10260535,ask hn: how to make quick help gifs?,,1,3,codewithcheese,2015-09-22 18:23:00
10541519,ask hn: hacking or management?,,11,18,vcald64,2015-11-10 19:04:00
11169159,"ask hn: one email, multiple team members",,2,3,codegeek,2016-02-24 18:55:00
10985137,ask hn: why is hosting in australia (and new zealand) so crazy expensive?,,11,22,mingabunga,2016-01-28 01:03:00
11700086,ask hn: what are the optimal layout and desired cv characteristics?,,6,4,dimitrieh,2016-05-15 08:53:00
11800902,ask hn: advice needed regarding tdd from programmers,,6,5,supersan,2016-05-30 12:16:00
11884023,ask hn: is bloch's effective java still current?,,11,2,somethingsimple,2016-06-11 16:24:00
10658351,ask hn: open source license which prevents competing saas,,1,4,whistlerbrk,2015-12-01 20:07:00
10496739,ask hn: considering a job offer at a unicorn. what should i know about equity?,,7,13,trying222,2015-11-03 01:26:00
11566605,ask hn: what aws cloud management service do you recommend for small companies?,,2,1,eblanshey,2016-04-25 19:20:00
12116792,ask hn: free vpn with good privacy,,1,1,GTP,2016-07-18 17:51:00
11398707,ask hn: are you buying a tesla model 3?,,9,29,billconan,2016-03-31 17:07:00
10552694,ask hn: what's the best way to find a product co-founder?,,2,2,maxro,2015-11-12 12:26:00
10417071,ask hn: the best app to keep a work diary,,28,41,funkyy,2015-10-20 02:24:00
10177801,ask hn: how to keep young developers,,3,6,orangeplus,2015-09-06 14:53:00
11644409,ask hn: who is using aws aurora in production?,,6,4,netshade,2016-05-06 14:58:00
10712246,ask hn: how to get a moderators attention?,,2,1,jason_slack,2015-12-10 18:16:00
12129082,ask hn: anyone ever bought a business off a site like bizbuysell.com?,,1,2,sharemywin,2016-07-20 14:06:00
10894061,ask hn: how does your company manage passwords,,4,6,bebopsbraunbaer,2016-01-13 13:26:00
11058557,ask hn: how do 100+ person startups efficiently manage employee expenses?,,6,3,vinnyglennon,2016-02-08 15:22:00
12359817,ask hn: paid alternatives to whatsapp,,8,10,reacharavindh,2016-08-25 15:31:00
11083439,ask hn: how many hours do you spend coding per day?,,3,1,sabbasb,2016-02-11 21:32:00
12018733,ask hn: where's the best place or best way to learn javascript syntax?,,1,2,krmmalik,2016-07-01 18:53:00
11452814,ask hn: what's your preferred toolset for developing desktop gui applications?,,5,3,xzion,2016-04-08 05:57:00
11561493,ask hn: why is codemill not gaining momentum?,,5,9,onecooldev24,2016-04-24 21:43:00
10469041,ask hn: where can i find high quality writing services?,,12,14,atrust,2015-10-29 03:20:00
12436674,ask hn: working as contractor in uae,,3,1,ingmarheinrich,2016-09-06 15:26:00
11605548,ask hn: looking for open-source project,,5,2,ejanus,2016-05-01 09:39:00
10780305,ask hn: middleman-free sites like hnhiring.me/craigslist to find freelance work?,,5,2,notetoself,2015-12-22 20:48:00
12261283,ask hn: which linux/unix c++/c ide are you using?,,2,1,soulbadguy,2016-08-10 12:57:00
11126241,ask hn: likelihood the fbi also submitted to google a court ordered mandate?,,1,1,Dowwie,2016-02-18 15:09:00
11745706,ask hn: what to factors keep in mind while choosing domain registrar?,,10,11,hargup,2016-05-21 18:52:00
10910994,ask hn: cofounder?,,1,1,a_lifters_life,2016-01-15 18:13:00
11349991,ask hn: would you move your company blog to medium?,,7,9,traviagio,2016-03-24 01:50:00
11293428,ask hn: recommendation for a command-line only os?,,4,4,CoreSet,2016-03-15 22:13:00
11945882,ask hn: how do you take notes other than using paper?,,42,85,simon_acca,2016-06-21 14:35:00
11946243,ask hn: how do you plan your life?,,1,4,0x54MUR41,2016-06-21 15:14:00
12280881,ask hn: have you launched a failed web business?,,50,42,marktangotango,2016-08-13 09:33:00
10324295,"ask hn: as a startup cto, how do i protect my web app from security threats?",,4,7,svepuri,2015-10-03 15:55:00
11249143,"ask hn: re-learn javascript today, where to start?",,6,9,simonebrunozzi,2016-03-08 22:05:00
12363580,ask hn: single or multiple mounting point(s) in react app?,,1,1,billykwok,2016-08-26 00:49:00
11791304,"ask hn: if uis can be patented, why not apis?",,3,4,whack,2016-05-28 11:40:00
11522143,ask hn: teaching kids to program?,,6,9,matheweis,2016-04-18 18:36:00
10900618,ask hn: where do you share content to that most ppl don't know?,,2,1,LukeFitzpatrick,2016-01-14 10:58:00
12265147,ask hn: what do you use for password management and why?,,13,20,master_plan,2016-08-10 22:24:00
12397525,ask hn: how do you manage per-service emails with aliases?,,5,6,lnalx,2016-08-31 11:41:00
10390172,ask hn: any small businesses buying k-cup pods,,1,1,logicb,2015-10-14 23:09:00
10949099,"ask hn: consultants, how do you handle commissions?",,10,2,musha68k,2016-01-21 22:42:00
12405698,ask hn: who is hiring? (september 2016),,521,910,whoishiring,2016-09-01 15:00:00
11037880,ask hn: how many iphones match the total ussr computing power in 1970? 1985?,,2,3,brandelune,2016-02-04 22:43:00
12429830,ask hn: when is flirting at the workplace sexist?,,3,1,thanatropism,2016-09-05 12:34:00
12127950,ask hn: getting started with web app development,,8,12,tananaev,2016-07-20 10:22:00
10511588,ask hn: please recommend an affordable wifi temp adjustable light bulb,,2,2,soulbadguy,2015-11-05 04:13:00
11179355,ask hn: please increase the amount of time edit is available on comments,,2,3,samstave,2016-02-26 01:52:00
11112631,ask hn: i hacked the mental health industry now what?,,2,5,tcj_phx,2016-02-16 19:49:00
10462576,ask hn: do i choose a few team members or lose our only investor?,,11,12,CaptainAwesome,2015-10-28 02:34:00
10898789,ask hn: what's your favorite place to work from as a freelancer?,,4,3,prmph,2016-01-14 00:29:00
11808132,ask hn: are press releases relevant anymore?,https://medium.com/@cborodescu/press-releases-are-bullshit-dont-feed-that-to-journalists-92ed91388f41,5,1,ponderatul,2016-05-31 17:23:00
12254374,ask hn: know a good tool to purge all posts/likes/photos from facebook?,,110,95,galaktor,2016-08-09 13:40:00
10742048,ask hn: what do you guys think about shark tank (the tv program from abc)?,,7,6,pedrodelfino,2015-12-16 02:50:00
10592631,ask hn: short survey about programming vs. engineering,,5,1,choxi,2015-11-19 03:54:00
12186822,ask hn: simple rules inspired by rust ownership in c++?,,4,1,netgusto,2016-07-29 13:58:00
11976526,ask hn: how do you cope with routine in your daily programming job?,,7,3,wofo,2016-06-25 15:01:00
10343349,ask hn: what's a proud hack of yours?,,16,9,diego,2015-10-07 00:15:00
10794705,ask hn: in a difficult situation at work. need advice,,56,66,helplessdev,2015-12-26 18:09:00
10927162,ask hn: why is cancer trending?,https://www.google.com/trends/explore#q=%2Fm%2F0qcr0,2,1,carlsborg,2016-01-18 21:37:00
12061456,ask hn: teamviewer alternative?,,4,3,pvinis,2016-07-09 14:49:00
12063850,ask hn: what is the unique selling point of each programming language?,,7,8,bakery2k,2016-07-09 23:37:00
11457594,ask hn: is this acceptable?,,6,2,annoyeduser,2016-04-08 20:20:00
12331776,ask hn: is steemit a scam?,,2,6,charlesism,2016-08-21 17:30:00
11537934,ask hn: would you use a git for data?,,14,10,sha1-1b141e,2016-04-20 21:38:00
10377132,ask hn: more sites like hn? 1300 days later,,8,6,polym,2015-10-12 21:46:00
10790306,ask hn: freelance web development,,3,2,poveritysucks,2015-12-25 03:25:00
11475605,ask hn: how much does company name matter on a resume?,,5,6,sweetsweetpie,2016-04-11 22:16:00
12485996,ask hn: middle way between being the boss and being a slave?,,3,2,cureyourhead,2016-09-13 06:25:00
10619126,"ask hn: if donald knuth woke up 10,000 years ago, how would he build a computer?",,10,11,backpropagated,2015-11-24 04:26:00
12106533,ask hn: any devs interested in messaging app?,,1,2,warewolf,2016-07-16 15:01:00
11341174,ask hn: what makes a senior dev,,42,29,probinso,2016-03-23 00:38:00
11690681,ask hn: whether to change the name of startup?,,2,7,svirelka,2016-05-13 14:45:00
10252714,ask hn: what are you working on this week?,,10,12,chilicuil,2015-09-21 14:57:00
11769897,ask hn: what's your technique to damage-control interruptions to flow?,,2,2,djanowski,2016-05-25 14:16:00
12142883,ask hn: pricing for tailored solutions,,2,2,selmat,2016-07-22 11:16:00
10284334,ask hn: what's the most interesting thing in technology in 2015?,,5,6,aa10ll,2015-09-26 20:33:00
10974065,"ask hn: has anybody built tinder/imgur style mailboxes, gtd, email?",,1,1,visakanv,2016-01-26 16:04:00
12092022,ask hn: developer friendly laptops?,,4,2,conqrr,2016-07-14 06:31:00
10831749,ask hn: things to do in san francisco?,,8,7,olalonde,2016-01-03 18:57:00
11736794,ask hn: are you building something?  how long for? how much longer to go?,,1,5,hoodoof,2016-05-20 10:39:00
11451356,ask hn: why is it still not possible to search an s3 bucket?,,4,1,hoodoof,2016-04-07 22:55:00
11532375,ask hn: how would leonardo da vinci be using the internet?,,10,6,kfalion,2016-04-20 05:08:00
12485128,ask hn: why doesn't paul graham give more public talks?,,1,1,soheil,2016-09-13 01:58:00
10310442,ask hn: feature request - page cache,,1,1,Galanwe,2015-10-01 11:38:00
11027508,ask hn: how do you feel about the ethics of what you do as a programmer?,,2,2,J-dawg,2016-02-03 16:46:00
11791832,ask hn: what do you want to learn in 2016?,,63,125,brown-dragon,2016-05-28 14:53:00
10537688,ask hn: suggestions on good resources to get started with 'om.next',,1,1,tacticiankerala,2015-11-10 04:52:00
10332488,ask hn: how does amazon keep its best engineers from quitting?,,11,6,Flopsy,2015-10-05 15:35:00
12517437,ask hn: what is the most novel program you saw?,,4,2,mrwnmonm,2016-09-16 21:19:00
11172060,ask hn: who will github acquire?,,15,5,curiousisgeorge,2016-02-25 02:57:00
12120631,ask hn: document conversion from docx and other fileformats to a specific xsd,,2,1,realmunk,2016-07-19 08:52:00
11186999,"ask hn: broke, no money for rent or food? what should i do?",,9,17,tevlon,2016-02-27 13:17:00
10905330,ask hn: udemy's complete web developer course  yes? no? maybe?,,2,2,neilmack,2016-01-14 22:42:00
11696178,ask hn: how would you gracefully exit your startup?,,2,4,ichinisanshi,2016-05-14 14:06:00
12083714,ask hn: anyone running a saas based on machine learning?,,16,3,osazuwa,2016-07-13 03:25:00
11616404,ask hn: what's the process of writing a new programming language?,,14,13,audace,2016-05-02 22:54:00
11436383,ask hn: what is in a modern web framework?,,2,2,chvid,2016-04-06 03:19:00
11622584,"ask hn: how doesnever remember this credit card, not remember the credit card?",,1,2,rickdale,2016-05-03 17:24:00
10895549,"ask hn: yc fellowship, was it succesful? will it be repeated?",,3,2,GFischer,2016-01-13 16:40:00
11976669,ask hn: would you use tor to connect to your distributed servers?,,6,7,merqurio,2016-06-25 15:35:00
12142046,ask hn: what will be consequences if ymail is shut down permanently?,,2,2,priteshjain,2016-07-22 06:34:00
12151031,ask hn: what are your maxvisit and minaway settings?,,2,1,ahmedfromtunis,2016-07-23 21:15:00
11136579,ask hn: do you still read rss feeds?,,34,40,nodivbyzero,2016-02-19 20:59:00
12401013,ask hn: do you rely more on data or intuition when making product decisions?,,3,3,kierantie,2016-08-31 19:56:00
11436836,ask hn: how to network in bay area?,,3,1,um304,2016-04-06 05:41:00
11590090,ask hn: is anybody doing something productive with ibm watson or is it just bs?,,62,51,maxxxxx,2016-04-28 16:37:00
11865028,ask hn: how do you pick your next book?,,4,12,thakobyan,2016-06-08 19:43:00
11700520,ask hn: what things would you like your children to learn?,,5,6,glaberficken,2016-05-15 11:35:00
11481185,ask hn: what should be my salary?,,1,1,iyogeshjoshi,2016-04-12 16:49:00
10777965,ask hn: where do you store your side projects?,,8,14,yungGeez,2015-12-22 14:42:00
12148592,ask hn: what to do when a company's second engineering hire is horrible?,,13,10,journeyadv,2016-07-23 06:26:00
12315997,ask hn: digital nomads who stopped wandering- where did you settle?,,9,6,cdvonstinkpot,2016-08-18 20:12:00
11180498,ask hn: a blog on startups and business ideas,,1,2,DanPir,2016-02-26 08:58:00
11111557,ask hn: how do i contact a recruiter?,,17,31,mattchue,2016-02-16 17:34:00
11324900,ask hn: how much do you make working as a crud dev?,,11,6,bo_Olean,2016-03-20 22:05:00
11014128,ask hn: why should (or shouldn't) i use intersystem's cache?,,3,2,jklein11,2016-02-01 18:42:00
10924877,ask hn: what sites do you use to find contract work?,,358,162,the_wheel,2016-01-18 15:27:00
12445825,"ask hn: when did the terms front-end, back-end, and full-stack become prevalent?",,2,2,ncarlson,2016-09-07 18:33:00
12420057,ask hn: breadth vs. value in product design,,4,6,ErikVandeWater,2016-09-03 17:25:00
10963883,ask hn: how can i become smarter?,,6,7,_privateer,2016-01-24 20:29:00
10764467,ask hn: how i do learn more about test driven development?,,1,2,jklein11,2015-12-19 19:01:00
11411039,ask hn: how critical was time-to-market?,,2,4,sigmaml,2016-04-02 10:47:00
12554849,ask hn: audio books for developers?,,2,1,source99,2016-09-22 06:25:00
12338746,ask hn: google recruiter contact etiquette,,7,9,jbooj,2016-08-22 19:28:00
11030868,ask hn: what is your trusted system for gtd?,,17,15,gammabeta,2016-02-03 23:43:00
10201300,ask hn: any problems with the new tlds?,,3,3,Monstergrep,2015-09-11 00:07:00
10653100,ask hn: do most startups work 65 hours a week?,,6,14,nullundefined,2015-12-01 01:24:00
12229235,ask hn: will more women study computer science after smartphones and tablets?,,1,1,dnprock,2016-08-04 23:45:00
12256412,ask hn: why does google 404 serve invalid html?,,1,2,philip1209,2016-08-09 17:50:00
10851088,ask hn: why do companies struggle to find relevant insights in business data?,,3,3,cneumann81,2016-01-06 15:49:00
11694755,ask hn: peer to peer learning,,1,2,pal_25,2016-05-14 06:20:00
11942503,ask hn: what's the best way to leave a new job,,14,12,penguinlinux,2016-06-20 23:43:00
11250987,ask hn: what resource allocation strategies do iaas providers use?,,1,2,push7joshi,2016-03-09 04:44:00
10663838,ask hn: feedback on text-based food delivery concept?,,2,5,jmzbond,2015-12-02 16:20:00
10275261,ask hn: what sdk do you use in your mobile app?,,2,1,wkoszek,2015-09-24 22:38:00
12387116,ask hn: how do i hire for jobs i'm not an expert in?,,3,1,wfoweoi,2016-08-30 02:44:00
11913480,ask hn: books of problem sets,,2,4,_spoonman,2016-06-16 01:59:00
11227024,ask hn: what are the most clever email collecting pop-overs that you've seen?,,2,2,Huhty,2016-03-04 21:35:00
12304046,ask hn: why are modern intel cpus not getting a lot more cores?,,40,69,trapperkeeper79,2016-08-17 12:12:00
11256272,ask hn: any coding workflow for using the repl?,,1,2,tonyle,2016-03-09 22:51:00
11569882,ask hn: is let's encrypt for cpanel trustworthy?,,4,2,exolymph,2016-04-26 06:42:00
10591169,ask hn: how do i get started with open source?,,1,1,haack,2015-11-18 22:15:00
10776967,ask hn: what happens after your site is ready for launch? how to get traffic?,,4,6,supersan,2015-12-22 10:55:00
12299045,ask hn: invite me to lobste.rs,,5,5,ffggvv,2016-08-16 17:33:00
11616759,ask hn: how do you learn to read source code?,,5,7,ywecur,2016-05-02 23:49:00
10479595,ask hn: how to learn rust without learning to program?,,1,5,sanosuke,2015-10-30 18:28:00
10832424,ask hn: what's the difference between sf and ny tech work culture?,,17,3,aurelius83,2016-01-03 21:14:00
10632208,ask hn: how much would the raspberry pi zero cost in the 1980's?,,3,3,gloves,2015-11-26 09:55:00
10215239,ask hn: is it common knowledge that yahoo benefits from (relies on?) adware?,,1,1,superplussed,2015-09-14 14:34:00
12229340,ask hn: how did you recover from failure?,,4,3,lighttower,2016-08-05 00:21:00
10400947,ask hn: how to switch from software engineering to sales,,2,4,asimjalis,2015-10-16 17:54:00
10378252,ask hn: is it okay to change jobs within a year of starting?,,18,15,confImmigr,2015-10-13 02:36:00
10310266,ask hn: computer generated non-existant human face (realistic)?,,1,1,frade33,2015-10-01 10:40:00
11839903,ask hn: top stories and best stories in the hn api?,,3,1,kiloreux,2016-06-05 06:29:00
12442257,ask hn: why twitter,,2,6,DanielBMarkham,2016-09-07 11:02:00
10382577,ask hn: i can't make the lean startup conference  want to buy my ticket?,,5,3,rmkahler,2015-10-13 18:48:00
12331146,ask hn: which payment provider do you use?,,3,4,bert2002,2016-08-21 15:03:00
11598859,ask hn: how do you think this site works?,,1,2,aerovistae,2016-04-29 21:24:00
11476880,ask hn: alternatives to credit rating agency cartel,,1,1,Kinnard,2016-04-12 02:51:00
10549703,ask hn: who hires infosys and cognizant?,,11,6,Taylor_OD,2015-11-11 22:09:00
11777856,ask hn: are eshares' 409a valuations independent and able to withstand audits?,,5,2,Dawoodi,2016-05-26 13:45:00
12406614,ask hn: a reasonable deployment solution for small-scale kiosk apps?,,4,3,c61746961,2016-09-01 16:27:00
11621849,ask hn: what do you do while you're waiting for code to compile?,,10,9,karmacondon,2016-05-03 16:06:00
12259772,"ask hn: 8 years working, now 3-4 months off to learn. looking for advice",,218,117,ramblerman,2016-08-10 05:58:00
10433743,ask hn: where do you get your reading material from?,,2,1,blabla_blublu,2015-10-22 17:58:00
10448595,ask hn: how to raise a hacker?,,35,37,orless,2015-10-25 21:53:00
10965537,ask hn: linode equivalent of dedicated server?,,7,5,rk0567,2016-01-25 04:20:00
12513335,ask hn: what's your best marketing automation techniques?,,2,5,rloc,2016-09-16 11:46:00
12316527,ask hn: do you accept linkedin connection requests from recruiters?,,11,16,johnhess,2016-08-18 21:44:00
12329892,ask hn: how to obtain the fb activity logs of a missing person?,,8,6,aanastasov,2016-08-21 07:46:00
11645441,"ask hn: how exactly apart from taxes, can  income inequality be reduced?",,7,26,max_,2016-05-06 17:37:00
12567681,ask hn: do you think a cli-based saas would be useful?,,3,1,prmph,2016-09-23 20:23:00
10831800,ask hn: 2 page or 1 page resume?,,8,17,testpass,2016-01-03 19:08:00
11748036,ask hn: why is it still so hard to host your own email/calendar that just works?,,91,83,thalev,2016-05-22 10:33:00
11472538,ask hn: why do you people make open-source projects?,,1,9,karimdag,2016-04-11 16:10:00
10847459,ask hn: how do i get notified of comments?,,4,4,eibrahim,2016-01-06 00:50:00
11239849,ask hn: why did google buzz fail?,,6,6,acidfreaks,2016-03-07 16:45:00
10705181,ask hn: how did you determine if you and cofounder could work together?,,7,5,a_lifters_life,2015-12-09 17:35:00
11719552,ask hn: cheapest computer to run linux?,,2,8,basicscholar,2016-05-18 03:37:00
11073072,ask hn: what do you use to backup your data / family photos?,,1,1,sergiotapia,2016-02-10 14:51:00
11318300,ask hn: how do you manage complexity in large javascript applications,,9,11,harshitj,2016-03-19 12:47:00
10325099,ask hn: how to block marketing trackers in gmail,,1,2,gavreh,2015-10-03 19:46:00
10287388,ask hn: difficulty taking charge as pm,,1,1,ls66,2015-09-27 18:27:00
12325927,ask hn: what web framework should i use nowadays?,,20,49,ehsan_akbari,2016-08-20 10:08:00
11017340,ask hn: anyone from malaysia on hn?,,1,1,tixocloud,2016-02-02 02:39:00
10965384,ask hn: what's a hobby?,,4,4,miguelrochefort,2016-01-25 03:23:00
11345106,ask hn: does github seem slow to anyone else lately?,,3,3,cjstewart88,2016-03-23 15:04:00
10191889,"ask hn: startup owners/employees, would you use a service like this?",,9,2,tom3k,2015-09-09 15:08:00
10799431,ask hn: why is the software ecosystem of single-board computers so ugly?,,44,37,hexman,2015-12-28 01:47:00
10444332,ask hn: what is the secret sauce to be accepted into y combinator?,,5,4,bambang150,2015-10-24 17:58:00
10639735,ask hn: how well are 4k monitors supported under linux?,,10,6,pmoriarty,2015-11-28 02:17:00
11224459,ask hn: which payments processors to use for recurring subscriptions in india?,,10,8,superasn,2016-03-04 15:45:00
10201549,ask hn: what's your 1-man startup?,,57,65,cmacole,2015-09-11 01:39:00
11282327,ask hn: who is most likely to develop true ai?,,39,60,bossx,2016-03-14 12:12:00
10913407,ask hn: are we heading to a new black monday?,,4,2,the-dude,2016-01-16 00:24:00
11937132,ask hn: profitable saas? how did you grow your business?,,295,109,hackathonguy,2016-06-20 10:25:00
10831142,ask hn: how do you remember what you read?,,12,12,dynamic99,2016-01-03 16:37:00
